"","Date","EMP","EMP_PART","EMP_TEMP","UNEMP_RATE","UNEMP_DURA_6mth","UNEMP_DURA_6.12mth","UNEMP_DURA_12mth.","UNEMP_DURA_24mth.","EMP_RATE","EMP_ACT","EMP_ACT_RATE","CLAIMS","CLAIMS_RATE","TOT_WEEK_HRS","AVG_WEEK_HRS","AVG_WEEK_HRS_FULL","AWE_ALL","AWE_CONS","AWE_MANU","AWE_PRIV","AWE_PUB","AWE_SERV","VAC_TOT","VAC_CONS","VAC_MANU","IOP_PROD","IOP_CAP_GOOD","IOP_DUR","IOP_ENER","IOP_GOOD","IOP_INT_GOOD","IOP_MACH","IOP_MANU","IOP_MINE","IOP_NON_DUR","IOP_PETRO","IOP_OIL_EXTRACT","IOS","IOS_45","IOS_46","IOS_47","IOS_G","IOS_EDUC","IOS_PNDS","RSI","CAR_REGIS","RETAIL_TRADE_INDEX","AVG_WEEK_RETAIL_SALE","AVG_WEEK_RETAIL_SALE_NON_FOOD","CPIH_ALL","CPI_ALL","CPI_EX_ENER","CPI_GOOD","CPI_DUR","CPI_NON_DUR","CPI_SERV","CPI_CLOTH","CPI_TRANS","RPI_ALL","RPI_GOOD","RPI_SERV","RPI_HOUSE","EXP_TOT","EXP_GOOD","IMP_ALL","IMP_GOOD","EXP_FUEL","IMP_FUEL","EXP_OIL","IMP_OIL","EXP_MACH","IMP_MACH","EXP_METAL","IMP_METAL","EXP_CRUDE_MAT","IMP_CRUDE_MAT","GBP_BROAD","GBP_CAN","GBP_EUR","GBP_JAP","GBP_US","OIL_PRICE","BANK_RATE","CONS_CREDIT_ex_student_loan","TOT_LENDING_APP","TOT_HOUSE_APP","MORT_FIXED_RATE_5YRS","MORT_FIXED_RATE_2YRS","M1","M2","M3","M4","LIBOR_3mth","SONIA","BGS_5yrs_yld","BGS_10yrs_yld","BGS_20yrs_yld","FTSE_ALL","FTSE250","VIX","SP500","UK_focused_equity","EUR_UNC_INDEX","BCI","CCI","CLI","PPI_MANU","PPI_MACH","PPI_OIL","PPI_METAL","PPI_MOTOR"
"1","1998-01-01","0.000975792909102324","0.00255581586919362","0.00228310601456894","0","0.00524385050601062","0.00711746776886457","-0.020548668227387","-0.0364696797813915","0","0.000999500333083603","0","-0.00711493574188715","-0.100000000000001","-0.000794777220377796","-0.00301659353942574","-0.00259403517704637","0.00307389026440162","0.00091484245515411","0.000837620248983147","0.00174603945969975","0.00427263099824679","0.00225381230331138","-0.00036874552580066","-0.00686956947618916","-0.00458358913514449","0","-0.00382409643840331","-0.0191944472561469","-0.00847911810306101","-0.0221662954572608","0.0208069925059613","0.00354820005609735","-0.0014673516939494","0.0181703484973132","-0.0232268506098174","-0.0238046185853875","0.0212593040579021","-0.00489796897554662","-0.0421223030023716","-0.0592073210642337","0.00116076623596317","-0.0267021586069962","-0.0110362861428861","0.0019102202561192","0.00163532334073047","0.00581851756128859","0.0033669321084826","0.000779576961978279","0.00274205391843374","0.000674161824245881","0.00101246906200713","0.00128622597327495","-0.0024713475904057","-0.00680444932808556","0.00204675085760107","0.00323629078377448","-0.00426900204278333","0.00368133775042655","0.00186404351719296","-0.000452444723074484","0.00314429132350992","0.00544937601745198","-0.0331708106684587","-0.0561317949919911","-0.0346458538417682","-0.0533322016709636","0.116591735227326","-0.116447315638379","0.294294242009647","-0.165624594033066","-0.107228722722933","-0.0926278647007059","0.047628048989254","-0.112986863392891","0.0190481949706944","-0.103958259070095","0.0104286247486387","-0.00516578190712025","-0.00867303051793456","-0.0157643823672462","-0.0148105893883282","-0.123108599948428","0","0.0108114092788032","-0.0299039594757247","-0.0187530783444281","-0.0900000000000007","0","0.00730391575106992","0.00252016080433037","0.00824381531153051","0.0119800111364636","-0.139","0.130028571","-0.2892","-0.2761","-0.0656089053022041","0.0508145134277314","0.0153177697809497","21.46999931","0.0100990103150949","0.0551864155672908","-15.82274","-0.305199999999999","-0.170299999999997","-0.0260999999999996","-0.00533313739601804","0.0026773777707163","-0.0267942024320679","0","0.00210748233956437"
"2","1998-02-01","0.000712477765210551","0.00254930032343381","-0.00686501551968011","0","0.00625653761430556","-0.0434851119397388","0.0051768881795331","0.0169975763685715","0.0999999999999943","0.000606352452011905","0.100000000000009","-0.0142386987780565","0","0.00419382875945207","0.00301659353942574","0.00259403517704637","0.00361581492922623","-0.000127508373768592","0.00348473422928661","0.00283318145924095","-0.000631700165973772","0.00405573647790831","0.0073996227567799","0.0169296051144567","-0.00227278020606956","0.00933495693605124","0.0283305066262258","0.0853950844121281","0","0.0204785313435414","0.00128617381074481","0.0129034048359076","0.0102265317838306","-0.0310081819388914","-0.00523561405394446","-0.0165378446154119","-0.0322781041028977","0.0081500043619247","-0.00315291905961601","0.0531374996971579","0","0.0178804252778484","0.00737104074458994","0.00570886422032002","-0.00163532334073047","-0.00475807348805546","0","-0.00220244509913492","-0.00289784033675033","0.00167374364684311","0.00128731316647061","0.00154905247343857","0.000762242836575053","-0.0018596648096322","0.00824120392480529","0.00320815746127298","-0.00358688723948983","0.000722791134586658","0.00275861949487514","0.00298877605685561","0.00296973059544854","0.00506538683513524","0.00718934396856596","0.00839756615664555","0.0474563978970686","0.0604537995697072","-0.004391069951037","0.134251940271886","-0.0349426761840919","0.307675844294779","0.0375356825303772","0.0553458451803817","-0.0116960397631907","0.0737661502396092","-0.0126583968719238","0.0239155513965583","-0.00353524184017484","-0.001104362343053","-0.0059973754620906","-0.0258076308776038","0.0032967062824919","-0.0765924454813836","0","0.0133967041964009","0.0745239577617109","0.0829553262361209","-0.159999999999999","-0.0499999999999998","0.010004354097557","0.00487351365502775","0.00816878786660524","0.0077619558092703","-0.0366","0.0727395240000002","-0.0851999999999995","-0.0517000000000003","-0.100028352137586","0.0562284980266368","0.0675038825233614","18.54999924","0.0680783666566382","0.0649578962747723","-3.57956","-0.253600000000006","-0.00400000000000489","-0.0327000000000055","-0.00439128907258193","0","-0.0149919146440315","0.00135409634772987","0.00105207795080364"
"3","1998-03-01","0.00112393238266328","0.00314018949628192","-0.000574217644259356","-0.100000000000001","0.00725016122505995","-0.0532445145188127","-0.012121360532344","-0.0084626739187339","0","0.000142617749022023","0","-0.0115094510599567","-0.0999999999999996","0.00203389900622764","0","0.00258732356495095","0.00470957619735528","0.0000990123480347715","0.00263607920417038","0.00348047237455256","0.00198605119035324","0.00465130909646433","0.00792588517299368","0.00660719683462911","-0.00538446659631559","0.00694447235281181","0.0221003470006655","0.0211275464258756","0.018455572599434","0.00673403218134361","-0.00257400399517316","0.0207619914484294","0.00724116125655971","0.00483352176272422","0","0.0910850554291969","0.0114484455940325","-0.00488202759730871","-0.0697450339895056","-0.0499323687482089","-0.00348634867943787","-0.0282432123133951","0.00122324174274446","-0.00189933580365231","-0.00163800200423836","0.0323281117682104","0.0016792991797514","-0.00169021823743165","0.000530695516101076","0.00144976688598541","0.0011372328050054","0.000916762837428572","-0.000401799707344267","-0.000696162057285838","0.000257653919405121","0.00339831240383451","-0.00359338281720371","-0.000905751132105509","0.00204151287315497","-0.000476508751919848","0.00281022594690018","0.00679140194578161","0.0146852316601418","0.0187538848353945","0.0350203146427095","0.0443649119789384","-0.0033709353844511","0.0760268981443319","-0.0228892826710645","-0.0810101834909682","0.0407728733793249","0.11617480426702","0.023256862164267","-0.107832704803215","0.00317965291737998","0.00743497848751762","0.017033475890508","0.000892079666645174","-0.00311004944599333","0.0389222776337013","0.0128987163945568","-0.0714326409191921","0","0.0269968864122916","-0.0411131377415952","-0.0408106443622032","-0.0900000000000007","-0.0600000000000005","0.0173548811106237","0.00583929893277713","0.00253627070910234","0.00711003002698973","0.0228999999999999","0.062683636","-0.00389999999999979","-0.0541","-0.043833497028478","0.0359632295089316","0.0605047104460308","24.21999931","0.0487384620342608","0.0756790643857634","36.3967","-0.388599999999997","0.0858999999999952","-0.070999999999998","-0.00281587995514791","0","-0.0265428450229395","-0.00406780221932568","0.00733371542547001"
"4","1998-04-01","0.000037442665922427","0.00283265191271376","-0.0132988372239886","0","-0.00103252461418979","-0.0317486983145798","-0.00699303549097063","0.022409901399584","0","-0.000320918542932702","-0.100000000000009","-0.0040377399496121","0","-0.000903444443155266","0","-0.00258732356495095","0.00203102145159559","0.00429625876631382","0.00260107458296921","0.00190663780375425","0.00355513542095237","0.00286651922485432","0.000643483490916652","0.00515345349192196","0.00126810504772905","0.00460300007196057","-0.0146791626630489","0.00694447235281093","0.0176079121895807","0.00835426746985757","0.00770222036209223","-0.0219281723386118","0.00144196131690144","0.0053433202204376","0.0104439591610834","0.0169815401480937","0.0147108505165692","0.00974033674838459","0.0452366149607739","0.075478461175905","-0.00233100338647585","0.0320334884871762","0.0012217472503222","0.00757579380845774","-0.0016406894574601","-0.0728851757112849","0.00167648386111807","0.00173755208436788","-0.00171439271840512","0.00159544115544904","0.00144810142831088","0.0000417699887798363","0.00046344774777519","-0.00527717390813279","0.00302668057630244","0.00258883747265755","-0.00393202444453924","0.00363520319979383","0.00483599660252828","0.00177739860750925","0.00327039371985265","0.0112371243099299","-0.0141522713863758","-0.0244132095042957","-0.0359566969048863","-0.0473656249251793","-0.0769090944334341","-0.0726711902973589","-0.172884418830679","0.0575284415962516","-0.0284328971437482","-0.0883379553182149","-0.023256862164267","-0.109770666135379","0.0250796843970233","-0.0716418796585279","0.00233976272898317","0.0155466466765145","0.00409858560306711","0.0283698236837093","0.00677602808513444","0.0322972119755911","0","0.00829934301082424","0.00910817564859379","-0.0447763247308206","-0.239999999999999","0.12","0.00137188693486934","0.00366928980263914","0.00634856201731893","0.00329692882581334","-0.0314999999999994","-0.151463636","-0.17","-0.1671","-0.00855313299173847","0.00263167937654174","0.0153376518720094","21.18000031","0.00903552566870935","-0.0087848295557329","-21.8087","-0.546549999999996","0.0551999999999992","-0.145700000000005","-0.00442956185952364","0.0026702285558784","-0.0641391769820991","-0.00272109011436061","0.00416667269484616"
"5","1998-05-01","0.000224626559290897","0.00119029920317537","-0.00233100338647496","0","0.0102775827582411","0.0160003413464409","-0.0159154553059002","-0.0111421765532418","0","0.000142643178332236","0","-0.00693883348006263","0","-0.00113045456307237","0","0","0.00619830380666063","0.00774441884390215","0.00247730136031122","0.00310023914300314","0.00436100784800734","0.00573157854120094","-0.00251672659130078","-0.0206683070563385","-0.00674382553658248","-0.0080692080484468","0.00552996800946115","0.0205486682273879","-0.0165635256716747","0.00828505153410752","-0.0180650073976389","-0.00702579002440551","-0.00433213673913446","-0.00346990872644337","0.00388853373969233","-0.000467836265842791","-0.00424178790836294","-0.00161681522690493","0.00430571171121219","-0.133107574012541","0.00929158833409982","-0.0411898637731625","0.00122025640522949","0.00751883241402718","0.0098040000966213","0.0126133168077285","0.0100000106222096","0.012750282647092","0.0220320813553716","0.00205646705329513","0.00167244179754673","0.00382415826768665","0.00238008235004045","-0.000701778527701951","0.00155749686299624","0.00357791782218535","-0.00336182608532541","0.00163682493121134","0.00409874061984524","0.00373722356191851","0.00270681208367364","0.00797571749613458","-0.00263425684602225","-0.00891382353189307","0.011179129688367","0.0127303497782805","0.0276642814723562","-0.157506387674231","0.101684040928517","-0.312444568685914","-0.00526992639137447","0.0444149221524714","-0.0606246218164355","0.213149020589213","-0.0573405466152446","0.0642069011710102","-0.0289039278688756","-0.0111404199993196","-0.00994406348260534","0.000456085683170571","-0.0221768054072466","0.0595371214373812","0","0.0157995054671822","0.0467876543409442","0.0424923496229894","0.00999999999999979","-0.0199999999999996","0.0112532452199225","0.00447859022792763","0.0104888621340411","0.00383809978952598","-0.0472000000000001","0.00771315799999961","0.0203999999999995","0.0398999999999994","0.0130213523540293","0.00471814187452324","0.0504963171836845","21.31999969","-0.0190056929246536","-0.0420482362434997","13.8466","-0.657219999999995","-0.150599999999997","-0.235799999999998","0.000627682622094032","0","-0.000851350603408001","-0.00409556886473705","0"
"6","1998-06-01","0.0020940849773492","-0.00372439909098254","-0.00526470944010793","0","0.0292212226837449","0","-0.0363016266762148","-0.0487901641694313","0.100000000000009","0.00245739746507567","0.200000000000003","-0.00430555189660975","-0.0999999999999996","0.000565387022467334","-0.00301659353942574","-0.0051948168771041","-0.000968073771533671","-0.00465479470264414","0.00204869956204319","0.0035934004332147","0.00098134709082289","-0.000809944134955456","0.00738950114986223","0.0144668625476064","-0.0137452322026143","0.00346620797648622","0.00549955556603843","-0.0309835455199674","0.0134786903204649","-0.0116183879538658","0.00648931543975007","0.0243772953356052","0.00577202179712177","-0.00509316206195543","-0.00518807908177799","0.0263233855160276","0.00572217307879708","0","-0.0173352120015453","0.0983871053088041","-0.0151429801025635","0.0233776880090621","-0.00122025640522949","-0.00563381771825577","-0.0130934767470201","0.0618099803694454","-0.015037917632899","-0.0136176305306446","-0.0333483650484112","-0.000167607069110121","0.000506250453708871","-0.00033627737512573","-0.00215057217150457","-0.00437791076892887","0.00259435681185597","0.00202937261414264","-0.00402041929757332","-0.00269005727552765","0.00063464385930334","-0.000937088334445787","0.00256717791744149","0.00225824055071573","0.0133660348465074","0.0139059854139933","0.0372076740909399","0.0451893308463003","0.0996416017114079","0.340665114881249","0.120322997608729","0.635145667437276","-0.00884540025929503","0.0507257804884969","-0.077961541469711","0.026433257068156","-0.0504308536268923","0.04618074506336","0.0219970199778485","0.0221167483940456","0.011238945413025","0.0472394397266962","0.00857852126021402","-0.162191275497465","0.2159","0.0114303876847188","0.0227656102320086","0.0117953768174033","-0.0800000000000001","-0.18","0.00735026675002004","0.00241749535276981","0.00608190810800657","0.010115643000125","0.2259","-0.118626794","0.1112","-0.0904999999999996","-0.0804104448643067","-0.0211777781345841","-0.0697508669611988","19.70999908","0.0386804144059028","0.0302137785964969","-20.56089","-0.591909999999999","-0.440100000000001","-0.320300000000003","-0.00144398921707627","0","-0.00612694324528921","-0.00548698221625976","0"
"7","1998-07-01","0.00201515163166555","-0.000895923607783899","0.0168657676228694","0","0.000992555912751492","0.0615578929994332","-0.0186572576045423","-0.0208031276297636","0.199999999999989","0.00255781872374072","0.100000000000009","-0.000148798452770826","0","0.000903954863814782","0","0","0.0019198907715645","0.00727332138891668","0.00199015354801926","0.0018577219298026","0.00452989261330099","0.00210106349767179","0.00277593434618064","0.00592067085126896","0.00858514603621781","-0.00346620797648622","0.0163194918286012","0.061035890586369","-0.0181870432508511","0.00996685991539259","-0.00779224722016636","-0.0196879549722189","0.0014378147696279","-0.0369550741815443","-0.00914441381899778","-0.0791694943831756","-0.0416412226418119","0.00484262447578754","0.0237592169629002","0.0227800283318196","0.00585139176846372","0.0152869218969061","0","0.00375940292390542","0.00820349145282773","-0.0381147735183101","0.00671158497705182","0.0111985847736396","0.020561742077108","0.00213044139843138","0.00130338966874489","0.000406802213427151","0.00093729562413674","-0.00212858649828687","0.00141251408415982","0.00321673281798121","-0.00513538474252558","-0.00327578319832967","0.00248843935361282","0.00079537497059721","0.0021601229300292","0.00937651105052148","-0.000395426241682983","-0.00555985988201968","-0.0173948745421946","-0.0249887057797782","-0.0457323594589756","-0.243129249760195","-0.0744310043520731","-0.421792001395593","-0.000410144239806343","-0.0546237876980005","0.102654154060083","-0.0219789067187754","0.0471467784257023","-0.0893894993945974","-0.000810304000400386","0.00991594045168942","0.00530777133965156","-0.00115042933378096","-0.0042496421410157","-0.0107040956159445","0.0340999999999996","0.010625269901702","0.0280752320070636","-0.0046540277039675","0.19","0.14","-0.0033371768287811","0.00804998574053428","0.0131423812331768","0.0170313059475475","0.0921999999999992","0.187333201","0.0841000000000003","0.0575999999999999","-0.0134228937285525","-0.00319083984972224","-0.00384101141234439","24.79999924","-0.0116833118938127","-0.0302137785964969","25.38418","-0.53531000000001","-0.546399999999991","-0.361319999999992","0.000766713350240126","0","-0.0129658776863287","-0.00967526552341802","0"
"8","1998-08-01","0.000372731004352644","-0.000149398670631129","0.00632367729604066","-0.0999999999999996","-0.0129807114727214","-0.00749067172915741","-0.0113637586503152","-0.0181823190831905","0","-0.000177415063003394","0","-0.00245837647557945","0","0.00248167076039785","0","0.00260078170005773","0.000649938409593249","0.0111390404440292","0.00251631023498156","0.00315295845676938","0.00696950641486657","0.00132039160041884","-0.00657260005196943","-0.0168833163227796","-0.0135677122050866","0.00577035646133606","-0.00360360750329836","0.00982004618097543","0.0187018437770208","0.0115038244814842","0.00130293178041629","0.00699303549096975","0.00143575042610422","0.0157701428434853","0.0104439591610834","-0.109370078055829","0.0288805220515975","0.00160901080570053","0.0273701295597037","-0.06834957780121","0.00349447064977326","-0.0191454475844353","0","0.00747667034302024","0.00651468102119424","-0.034103454022949","0.00333882731921431","0.00859545844374665","0.00174664700815796","0.000953036514853619","0.000884100603763485","0.00248662207294175","0.00105585734644065","-0.00474228575701358","0.00214089522659986","0.00210531228809436","-0.00408648140943644","0.000953278456061999","0.00283112750327019","0.00252740612244405","0.00281197032778859","0.00469483995873039","-0.0177566679105929","-0.0284319787735434","-0.0242322448419419","-0.0321931230141317","-0.249469477386745","-0.0985167381766452","-0.338585285479282","-0.258283097596999","-0.0152948210621293","-0.019887252520407","-0.0246926125903721","0.178610977397419","0.0195445960729703","0.0870113769896301","-0.00372745439636368","0.0235085981439614","0.0134071707913503","0.0217458637567187","-0.00714354168842746","-0.0141728091394597","0","0.0119844883081193","-0.0202341752051804","-0.0154002417610766","0.0999999999999996","0.25","0.0000852706348357657","0.00403709413827436","0.00218793087369917","-0.00655911995175273","-0.0779999999999994","0.202630435","-0.3226","-0.2613","0.0134316237452528","-0.113686765020406","-0.135860898013982","44.27999878","-0.157586078728966","-0.152107778197458","4.4568","-0.664509999999993","-0.390500000000003","-0.324150000000003","-0.0041949065114188","-0.0013342230131359","-0.0510586252969306","0","0.0010389611324193"
"9","1998-09-01","0.001638367956593","0.00655251786001898","-0.00574714225556772","0","0","0.0149256502166759","-0.0172914971100608","-0.00613498856751615","0","0.0014184399541346","0","-0.0101204057312811","0","0.000675751799563251","0","0","0.00237081831677175","0.000372358905040176","0.00209962178984221","0.00348756888409369","0.00169984691951796","0.00157670346161619","-0.00389511234518919","-0.0164560027640808","-0.0256579423041072","0.00344629864358748","0","-0.00653597097978542","0.0076903737130154","0","0.00907329620567499","0.00809721023262","0.00286533147328605","0.00683903636779171","0.00388853373969233","-0.0132965947910382","0.007463516893079","-0.00160901080570053","-0.0167543186120476","0.0238295628329839","-0.00466201310581127","0.0038585256875292","0","-0.0037313476128582","-0.00162469572700186","0.0567300710699907","-0.00333882731921431","-0.00407529456953348","-0.00635592239411764","0.00263445488703643","0.00140260947308723","0.00116988887694831","-0.000208396667533617","-0.00283732035837593","0.000759456364042916","0.0038710274731669","-0.00351483202368231","0.00367542735344645","0.00199749748861069","0.00000553513795718483","0.00333990596646484","0.00436451560261998","0.00314865939773945","0.00761908447643833","0.0355750677508198","0.0480849499470803","0.164524216834586","-0.179577533119982","0.369756640382222","-0.392561703272256","-0.00836591605442649","0.047651211882302","-0.147920130076622","0.0786118875696538","-0.049596941139372","0.109281390401063","-0.000502499405570234","0.0234374921497496","-0.0102276750845595","-0.0438898132497112","0.0302962040042846","0.113388657120269","0","0.0108466144492247","-0.0318278067940678","-0.0429721347919045","-0.11","-0.0600000000000005","0.00669092086758027","0.00732234366451578","0.00628437017205385","0.0152438354750544","-0.2605","-0.251886364","-0.5097","-0.4196","-0.122354719595037","-0.0401336095183114","-0.0518850804585256","40.95000076","0.0605262784253773","0.0316370849431826","91.9454","-0.598190000000002","-0.100800000000007","-0.210070000000002","-0.00364085306604921","0","-0.0500532242687294","-0.00557104504945549","0.00103788281241979"
"10","1998-10-01","0.00226694264352822","0.00709957130830929","0.00172761344437777","0","0","-0.022472855852059","-0.0156253179030807","-0.028082968742825","0.200000000000003","0.00159334370258613","0.0999999999999943","-0.00400136429088072","0","0.000337704736703692","-0.00302572091653719","0","-0.000652878283981483","-0.00533782566901742","0.000837048850872726","0.00107470947941072","0.000161974712256699","-0.00142027276309748","0.000130382588794702","0.00851569134331146","-0.00732800103426601","0","0.0125562187754129","0.00653597097978542","0.0116782236080955","0","-0.0156049980688904","0.0148659112758294","-0.00143163947143776","-0.0126201949329969","-0.00388853373969233","0.0436512288389554","-0.0046848467286198","0.0032154368539743","-0.018114507038776","-0.0110498361865847","-0.0105696814896872","-0.0129200763651038","-0.0012217472503222","0.0093023926623137","-0.00652530863492284","-0.0512385763262975","-0.00502946100723189","-0.0050142847995609","-0.0102437315472841","0.00075069451014417","0.00127240214340792","0.00125838721581647","-0.000311030296798719","-0.00245486828887259","0.00369422393298003","0.00342603673011634","-0.00457778713644618","0.00184811006371654","0.00222305731233308","0.000741206353944711","0.00263755823996867","0.00577075009089193","-0.00613900181927285","0.00200094848500321","-0.0224483655563361","-0.0264565695368315","-0.03990769266664","0.084954065463112","-0.180058864685924","0.200401697478013","0.0139045621711915","-0.00890307947567948","0.27675300191959","-0.116495205471955","0.0463659205579257","-0.159322336472147","-0.0222239567667391","0.0222896721977791","-0.00957617773026863","-0.0982922857392028","0.00769826742575253","-0.0491650470229321","-0.1932","0.0130411816386182","0.0717995100851621","0.0153873867684009","-0.27","-0.359999999999999","0.0152863793702043","0.00562067673729594","0.00364983997847013","0.00032121939301355","-0.2492","0.274422728","-0.400600000000001","-0.1396","-0.171836601867898","0.0660202227381372","0.0571363442440003","28.04999924","0.0772334377110004","0.0538850884949795","-85.35274","-0.535020000000003","0.0315999999999974","-0.0567199999999985","-0.00195475930412759","-0.00133600554274249","0.00243522650582642","-0.0268947562001216","0"
